phase_name,Zn,Mg,Cu
LAVES_C36+LIQUID,58,38,4
LIQUID,58,39,3
LIQUID,58,40,2
LIQUID,58,41,1
LIQUID,58,42,0
BCC_A2+GAMMA_D83,57,0,43
BCC_A2+GAMMA_D83,57,1,42
BCC_A2+GAMMA_D83+LAVES_C15,57,2,41
BCC_A2+GAMMA_D83+LAVES_C15,57,3,40
BCC_A2+GAMMA_D83+LAVES_C15,57,4,39
BCC_A2+GAMMA_D83+LAVES_C15,57,5,38
GAMMA_D83+LIQUID,57,6,37
GAMMA_D83+LIQUID,57,7,36
GAMMA_D83+LAVES_C15+LIQUID,57,8,35
GAMMA_D83+LAVES_C15+LIQUID,57,9,34
GAMMA_D83+LAVES_C15+LIQUID,57,10,33
GAMMA_D83+LIQUID,57,11,32
LAVES_C15+LIQUID,57,12,31
LAVES_C15+LIQUID,57,13,30
LAVES_C15+LIQUID,57,14,29
LAVES_C15+LIQUID,57,15,28
LAVES_C15+LIQUID,57,16,27
LAVES_C15+LIQUID,57,17,26
LAVES_C15+LIQUID,57,18,25
LAVES_C15+LIQUID,57,19,24
LAVES_C15+LIQUID,57,20,23
LAVES_C15+LIQUID,57,21,22
LAVES_C15+LIQUID,57,22,21
LAVES_C15+LIQUID,57,23,20
LAVES_C15+LIQUID,57,24,19
LAVES_C15+LIQUID,57,25,18
LAVES_C15+LIQUID,57,26,17
LAVES_C15+LIQUID,57,27,16
LAVES_C36+LIQUID,57,28,15
LAVES_C36+LIQUID,57,29,14
LAVES_C36+LIQUID,57,30,13
LAVES_C36+LIQUID,57,31,12
LAVES_C36+LIQUID,57,32,11
LAVES_C36+LIQUID,57,33,10
LAVES_C36+LIQUID,57,34,9
LAVES_C36+LIQUID,57,35,8
LAVES_C36+LIQUID,57,36,7
LAVES_C36+LIQUID,57,37,6
LAVES_C36+LIQUID,57,38,5
LAVES_C36+LIQUID,57,39,4
LAVES_C36+LIQUID,57,40,3
LIQUID,57,41,2
LIQUID,57,42,1
LIQUID,57,43,0
BCC_A2+GAMMA_D83,56,0,44
BCC_A2+GAMMA_D83,56,1,43
BCC_A2+GAMMA_D83,56,2,42
BCC_A2+GAMMA_D83+LAVES_C15,56,3,41
BCC_A2+GAMMA_D83+LAVES_C15,56,4,40
BCC_A2+GAMMA_D83+LAVES_C15,56,5,39
BCC_A2+GAMMA_D83+LAVES_C15,56,6,38
BCC_A2+GAMMA_D83+LAVES_C15,56,7,37
GAMMA_D83+LAVES_C15+LIQUID,56,8,36
GAMMA_D83+LAVES_C15+LIQUID,56,9,35
GAMMA_D83+LAVES_C15+LIQUID,56,10,34
GAMMA_D83+LAVES_C15+LIQUID,56,11,33
LAVES_C15+LIQUID,56,12,32
LAVES_C15+LIQUID,56,13,31
LAVES_C15+LIQUID,56,14,30
LAVES_C15+LIQUID,56,15,29
LAVES_C15+LIQUID,56,16,28
LAVES_C15+LIQUID,56,17,27
LAVES_C15+LIQUID,56,18,26
LAVES_C15+LIQUID,56,19,25
LAVES_C15+LIQUID,56,20,24
LAVES_C15+LIQUID,56,21,23
LAVES_C15+LIQUID,56,22,22
LAVES_C15+LIQUID,56,23,21
LAVES_C15+LIQUID,56,24,20
LAVES_C15+LIQUID,56,25,19
LAVES_C15+LIQUID,56,26,18
LAVES_C15+LIQUID,56,27,17
LAVES_C36+LIQUID,56,28,16
LAVES_C36+LIQUID,56,29,15
LAVES_C36+LIQUID,56,30,14
LAVES_C36+LIQUID,56,31,13
LAVES_C36+LIQUID,56,32,12
LAVES_C36+LIQUID,56,33,11
LAVES_C36+LIQUID,56,34,10
LAVES_C36+LIQUID,56,35,9
LAVES_C36+LIQUID,56,36,8
LAVES_C36+LIQUID,56,37,7
LAVES_C36+LIQUID,56,38,6
LAVES_C36+LIQUID,56,39,5
LAVES_C36+LIQUID,56,40,4
LAVES_C36+LIQUID,56,41,3
LIQUID,56,42,2
LIQUID,56,43,1
LIQUID,56,44,0
BCC_A2+GAMMA_D83,55,0,45
BCC_A2+GAMMA_D83,55,1,44
BCC_A2+GAMMA_D83,55,2,43
BCC_A2+GAMMA_D83+LAVES_C15,55,3,42
BCC_A2+GAMMA_D83+LAVES_C15,55,4,41
BCC_A2+GAMMA_D83+LAVES_C15,55,5,40
BCC_A2+GAMMA_D83+LAVES_C15,55,6,39
BCC_A2+GAMMA_D83+LAVES_C15,55,7,38
GAMMA_D83+LAVES_C15+LIQUID,55,8,37
GAMMA_D83+LAVES_C15+LIQUID,55,9,36
GAMMA_D83+LAVES_C15+LIQUID,55,10,35
GAMMA_D83+LAVES_C15+LIQUID,55,11,34
GAMMA_D83+LAVES_C15+LIQUID,55,12,33
LAVES_C15+LIQUID,55,13,32
LAVES_C15+LIQUID,55,14,31
LAVES_C15+LIQUID,55,15,30
LAVES_C15+LIQUID,55,16,29
LAVES_C15+LIQUID,55,17,28
LAVES_C15+LIQUID,55,18,27
LAVES_C15+LIQUID,55,19,26
LAVES_C15+LIQUID,55,20,25
LAVES_C15+LIQUID,55,21,24
LAVES_C15+LIQUID,55,22,23
LAVES_C15+LIQUID,55,23,22
LAVES_C15+LIQUID,55,24,21
LAVES_C15+LIQUID,55,25,20
LAVES_C15+LIQUID,55,26,19
LAVES_C15+LIQUID,55,27,18
LAVES_C36+LIQUID,55,28,17
LAVES_C36+LIQUID,55,29,16
LAVES_C36+LIQUID,55,30,15
LAVES_C36+LIQUID,55,31,14
LAVES_C36+LIQUID,55,32,13
LAVES_C36+LIQUID,55,33,12
LAVES_C36+LIQUID,55,34,11
LAVES_C36+LIQUID,55,35,10
LAVES_C36+LIQUID,55,36,9
LAVES_C36+LIQUID,55,37,8
LAVES_C36+LIQUID,55,38,7
LAVES_C36+LIQUID,55,39,6
LAVES_C36+LIQUID,55,40,5
LAVES_C36+LIQUID,55,41,4
LIQUID,55,42,3
LIQUID,55,43,2
LIQUID,55,44,1
LIQUID,55,45,0
BCC_A2+GAMMA_D83,54,0,46
BCC_A2+GAMMA_D83,54,1,45
BCC_A2+GAMMA_D83,54,2,44
BCC_A2+GAMMA_D83,54,3,43
BCC_A2+GAMMA_D83+LAVES_C15,54,4,42
BCC_A2+GAMMA_D83+LAVES_C15,54,5,41
BCC_A2+GAMMA_D83+LAVES_C15,54,6,40
BCC_A2+GAMMA_D83+LAVES_C15,54,7,39
BCC_A2+GAMMA_D83+LAVES_C15,54,8,38
GAMMA_D83+LAVES_C15+LIQUID,54,9,37
GAMMA_D83+LAVES_C15+LIQUID,54,10,36
GAMMA_D83+LAVES_C15+LIQUID,54,11,35
GAMMA_D83+LAVES_C15+LIQUID,54,12,34
LAVES_C15+LIQUID,54,13,33
LAVES_C15+LIQUID,54,14,32
LAVES_C15+LIQUID,54,15,31
LAVES_C15+LIQUID,54,16,30
LAVES_C15+LIQUID,54,17,29
LAVES_C15+LIQUID,54,18,28
LAVES_C15+LIQUID,54,19,27
LAVES_C15+LIQUID,54,20,26
LAVES_C15+LIQUID,54,21,25
LAVES_C15+LIQUID,54,22,24
LAVES_C15+LIQUID,54,23,23
LAVES_C15+LIQUID,54,24,22
LAVES_C15+LIQUID,54,25,21
LAVES_C15+LIQUID,54,26,20
LAVES_C15+LIQUID,54,27,19
LAVES_C15+LIQUID,54,28,18
LAVES_C36+LIQUID,54,29,17
LAVES_C36+LIQUID,54,30,16
LAVES_C36+LIQUID,54,31,15
LAVES_C36+LIQUID,54,32,14
LAVES_C36+LIQUID,54,33,13
LAVES_C36+LIQUID,54,34,12
LAVES_C36+LIQUID,54,35,11
LAVES_C36+LIQUID,54,36,10
LAVES_C36+LIQUID,54,37,9
LAVES_C36+LIQUID,54,38,8
LAVES_C36+LIQUID,54,39,7
LAVES_C36+LIQUID,54,40,6
LAVES_C36+LIQUID,54,41,5
LAVES_C36+LIQUID,54,42,4
LIQUID,54,43,3
LIQUID,54,44,2
LIQUID,54,45,1
LIQUID,54,46,0
BCC_A2+GAMMA_D83,53,0,47
BCC_A2+GAMMA_D83,53,1,46
BCC_A2+GAMMA_D83,53,2,45
BCC_A2+LAVES_C15,53,3,44
BCC_A2+LAVES_C15,53,4,43
BCC_A2+GAMMA_D83+LAVES_C15,53,5,42
BCC_A2+GAMMA_D83+LAVES_C15,53,6,41
BCC_A2+GAMMA_D83+LAVES_C15,53,7,40
BCC_A2+GAMMA_D83+LAVES_C15,53,8,39
BCC_A2+GAMMA_D83+LAVES_C15,53,9,38
GAMMA_D83+LAVES_C15+LIQUID,53,10,37
GAMMA_D83+LAVES_C15+LIQUID,53,11,36
GAMMA_D83+LAVES_C15+LIQUID,53,12,35
LAVES_C15+LIQUID,53,13,34
LAVES_C15+LIQUID,53,14,33
LAVES_C15+LIQUID,53,15,32
LAVES_C15+LIQUID,53,16,31
LAVES_C15+LIQUID,53,17,30
LAVES_C15+LIQUID,53,18,29
LAVES_C15+LIQUID,53,19,28
LAVES_C15+LIQUID,53,20,27
LAVES_C15+LIQUID,53,21,26
LAVES_C15+LIQUID,53,22,25
LAVES_C15+LIQUID,53,23,24
LAVES_C15+LIQUID,53,24,23
LAVES_C15+LIQUID,53,25,22
LAVES_C15+LIQUID,53,26,21
LAVES_C15+LIQUID,53,27,20
LAVES_C15+LIQUID,53,28,19
LAVES_C36+LIQUID,53,29,18
LAVES_C36+LIQUID,53,30,17
LAVES_C36+LIQUID,53,31,16
LAVES_C36+LIQUID,53,32,15
LAVES_C36+LIQUID,53,33,14
LAVES_C36+LIQUID,53,34,13
LAVES_C36+LIQUID,53,35,12
LAVES_C36+LIQUID,53,36,11
LAVES_C36+LIQUID,53,37,10
LAVES_C36+LIQUID,53,38,9
LAVES_C36+LIQUID,53,39,8
LAVES_C36+LIQUID,53,40,7
LAVES_C36+LIQUID,53,41,6
LAVES_C36+LIQUID,53,42,5
LIQUID,53,43,4
LIQUID,53,44,3
LIQUID,53,45,2
LIQUID,53,46,1
LIQUID,53,47,0
BCC_A2,52,0,48
BCC_A2+LAVES_C15,52,1,47
BCC_A2+LAVES_C15,52,2,46
BCC_A2+LAVES_C15,52,3,45
BCC_A2+LAVES_C15,52,4,44
BCC_A2+LAVES_C15,52,5,43
BCC_A2+LAVES_C15,52,6,42
BCC_A2+LAVES_C15,52,7,41
BCC_A2+GAMMA_D83+LAVES_C15,52,8,40
BCC_A2+GAMMA_D83+LAVES_C15,52,9,39
BCC_A2+GAMMA_D83+LAVES_C15,52,10,38
BCC_A2+GAMMA_D83+LAVES_C15,52,11,37
GAMMA_D83+LAVES_C15,52,12,36
GAMMA_D83+LAVES_C15,52,13,35
GAMMA_D83+LAVES_C15,52,14,34
LAVES_C15+LIQUID,52,15,33
LAVES_C15+LIQUID,52,16,32
LAVES_C15+LIQUID,52,17,31
LAVES_C15+LIQUID,52,18,30
LAVES_C15+LIQUID,52,19,29
LAVES_C15+LIQUID,52,20,28
LAVES_C15+LIQUID,52,21,27
LAVES_C15+LIQUID,52,22,26
LAVES_C15+LIQUID,52,23,25
LAVES_C15+LIQUID,52,24,24
LAVES_C15+LIQUID,52,25,23
LAVES_C15+LIQUID,52,26,22
LAVES_C15+LIQUID,52,27,21
LAVES_C15+LIQUID,52,28,20
LAVES_C15+LIQUID,52,29,19
LAVES_C36+LIQUID,52,30,18
LAVES_C36+LIQUID,52,31,17
LAVES_C36+LIQUID,52,32,16
LAVES_C36+LIQUID,52,33,15
LAVES_C36+LIQUID,52,34,14
LAVES_C36+LIQUID,52,35,13
LAVES_C36+LIQUID,52,36,12
LAVES_C36+LIQUID,52,37,11
LAVES_C36+LIQUID,52,38,10
LAVES_C36+LIQUID,52,39,9
LAVES_C36+LIQUID,52,40,8
LAVES_C36+LIQUID,52,41,7
LAVES_C36+LIQUID,52,42,6
LIQUID,52,43,5
LIQUID,52,44,4
LIQUID,52,45,3
LIQUID,52,46,2
LIQUID,52,47,1
LIQUID,52,48,0
BCC_A2,51,0,49
BCC_A2,51,1,48
BCC_A2+LAVES_C15,51,2,47
BCC_A2+LAVES_C15,51,3,46
BCC_A2+LAVES_C15,51,4,45
BCC_A2+LAVES_C15,51,5,44
BCC_A2+LAVES_C15,51,6,43
BCC_A2+LAVES_C15,51,7,42
BCC_A2+GAMMA_D83+LAVES_C15,51,8,41
BCC_A2+GAMMA_D83+LAVES_C15,51,9,40
BCC_A2+GAMMA_D83+LAVES_C15,51,10,39
BCC_A2+GAMMA_D83+LAVES_C15,51,11,38
BCC_A2+GAMMA_D83+LAVES_C15,51,12,37
GAMMA_D83+LAVES_C15,51,13,36
GAMMA_D83+LAVES_C15,51,14,35
GAMMA_D83+LAVES_C15,51,15,34
GAMMA_D83+LAVES_C15,51,16,33
LAVES_C15+LIQUID,51,17,32
LAVES_C15+LIQUID,51,18,31
LAVES_C15+LIQUID,51,19,30
LAVES_C15+LIQUID,51,20,29
LAVES_C15+LIQUID,51,21,28
LAVES_C15+LIQUID,51,22,27
LAVES_C15+LIQUID,51,23,26
LAVES_C15+LIQUID,51,24,25
LAVES_C15+LIQUID,51,25,24
LAVES_C15+LIQUID,51,26,23
LAVES_C15+LIQUID,51,27,22
LAVES_C15+LIQUID,51,28,21
LAVES_C15+LIQUID,51,29,20
LAVES_C15+LIQUID,51,30,19
LAVES_C15+LIQUID,51,31,18
LAVES_C36+LIQUID,51,32,17
LAVES_C36+LIQUID,51,33,16
LAVES_C36+LIQUID,51,34,15
LAVES_C36+LIQUID,51,35,14
LAVES_C36+LIQUID,51,36,13
LAVES_C36+LIQUID,51,37,12
LAVES_C36+LIQUID,51,38,11
LAVES_C36+LIQUID,51,39,10
LAVES_C36+LIQUID,51,40,9
LAVES_C36+LIQUID,51,41,8
LAVES_C36+LIQUID,51,42,7
LIQUID,51,43,6
LIQUID,51,44,5
LIQUID,51,45,4
LIQUID,51,46,3
LIQUID,51,47,2
LIQUID,51,48,1
LIQUID,51,49,0
BCC_A2,50,0,50
BCC_A2,50,1,49
BCC_A2,50,2,48
BCC_A2+LAVES_C15,50,3,47
BCC_A2+LAVES_C15,50,4,46
BCC_A2+LAVES_C15,50,5,45
BCC_A2+LAVES_C15,50,6,44
BCC_A2+LAVES_C15,50,7,43
BCC_A2+LAVES_C15,50,8,42
BCC_A2+GAMMA_D83+LAVES_C15,50,9,41
BCC_A2+GAMMA_D83+LAVES_C15,50,10,40
BCC_A2+GAMMA_D83+LAVES_C15,50,11,39
BCC_A2+GAMMA_D83+LAVES_C15,50,12,38
GAMMA_D83+LAVES_C15,50,13,37
GAMMA_D83+LAVES_C15,50,14,36
GAMMA_D83+LAVES_C15,50,15,35
GAMMA_D83+LAVES_C15,50,16,34
GAMMA_D83+LAVES_C15,50,17,33
LAVES_C15+LIQUID,50,18,32
LAVES_C15+LIQUID,50,19,31
LAVES_C15+LIQUID,50,20,30
LAVES_C15+LIQUID,50,21,29
LAVES_C15+LIQUID,50,22,28
LAVES_C15+LIQUID,50,23,27
LAVES_C15+LIQUID,50,24,26
LAVES_C15+LIQUID,50,25,25
LAVES_C15+LIQUID,50,26,24
LAVES_C15+LIQUID,50,27,23
LAVES_C15+LIQUID,50,28,22
LAVES_C15+LIQUID,50,29,21
LAVES_C15+LIQUID,50,30,20
LAVES_C15+LIQUID,50,31,19
LAVES_C15+LIQUID,50,32,18
LAVES_C36+LIQUID,50,33,17
LAVES_C36+LIQUID,50,34,16
LAVES_C36+LIQUID,50,35,15
LAVES_C36+LIQUID,50,36,14
LAVES_C36+LIQUID,50,37,13
LAVES_C36+LIQUID,50,38,12
LAVES_C36+LIQUID,50,39,11
LAVES_C36+LIQUID,50,40,10
LAVES_C36+LIQUID,50,41,9
LAVES_C36+LIQUID,50,42,8
LIQUID,50,43,7
LIQUID,50,44,6
LIQUID,50,45,5
LIQUID,50,46,4
LIQUID,50,47,3
LIQUID,50,48,2
LIQUID,50,49,1
LIQUID,50,50,0
BCC_A2,49,0,51
BCC_A2,49,1,50
BCC_A2,49,2,49
BCC_A2+LAVES_C15,49,3,48
BCC_A2+LAVES_C15,49,4,47
BCC_A2+LAVES_C15,49,5,46
BCC_A2+LAVES_C15,49,6,45
BCC_A2+LAVES_C15,49,7,44
BCC_A2+LAVES_C15,49,8,43
BCC_A2+GAMMA_D83+LAVES_C15,49,9,42
BCC_A2+GAMMA_D83+LAVES_C15,49,10,41
BCC_A2+GAMMA_D83+LAVES_C15,49,11,40
BCC_A2+GAMMA_D83+LAVES_C15,49,12,39
BCC_A2+GAMMA_D83+LAVES_C15,49,13,38
GAMMA_D83+LAVES_C15,49,14,37
GAMMA_D83+LAVES_C15,49,15,36
GAMMA_D83+LAVES_C15,49,16,35
GAMMA_D83+LAVES_C15,49,17,34
LAVES_C15+LIQUID,49,18,33
LAVES_C15+LIQUID,49,19,32
LAVES_C15+LIQUID,49,20,31
LAVES_C15+LIQUID,49,21,30
LAVES_C15+LIQUID,49,22,29
LAVES_C15+LIQUID,49,23,28
LAVES_C15+LIQUID,49,24,27
LAVES_C15+LIQUID,49,25,26
LAVES_C15+LIQUID,49,26,25
LAVES_C15+LIQUID,49,27,24
LAVES_C15+LIQUID,49,28,23
LAVES_C15+LIQUID,49,29,22
LAVES_C15+LIQUID,49,30,21
LAVES_C15+LIQUID,49,31,20
LAVES_C15+LIQUID,49,32,19
LAVES_C15+LIQUID,49,33,18
LAVES_C36+LIQUID,49,34,17
LAVES_C36+LIQUID,49,35,16
LAVES_C36+LIQUID,49,36,15
LAVES_C36+LIQUID,49,37,14
LAVES_C36+LIQUID,49,38,13
LAVES_C36+LIQUID,49,39,12
LAVES_C36+LIQUID,49,40,11
LAVES_C36+LIQUID,49,41,10
LAVES_C36+LIQUID,49,42,9
LAVES_C36+LIQUID,49,43,8
LIQUID,49,44,7
LIQUID,49,45,6
LIQUID,49,46,5
LIQUID,49,47,4
LIQUID,49,48,3
LIQUID,49,49,2
LIQUID,49,50,1
LIQUID,49,51,0
BCC_A2,48,0,52
BCC_A2,48,1,51
BCC_A2,48,2,50
BCC_A2+LAVES_C15,48,3,49
BCC_A2+LAVES_C15,48,4,48
BCC_A2+LAVES_C15,48,5,47
BCC_A2+LAVES_C15,48,6,46
BCC_A2+LAVES_C15,48,7,45
BCC_A2+LAVES_C15,48,8,44
BCC_A2+LAVES_C15,48,9,43
BCC_A2+LAVES_C15,48,10,42
BCC_A2+GAMMA_D83+LAVES_C15,48,11,41
BCC_A2+GAMMA_D83+LAVES_C15,48,12,40
BCC_A2+GAMMA_D83+LAVES_C15,48,13,39
GAMMA_D83+LAVES_C15,48,14,38
GAMMA_D83+LAVES_C15,48,15,37
GAMMA_D83+LAVES_C15,48,16,36
GAMMA_D83+LAVES_C15,48,17,35
GAMMA_D83+LAVES_C15,48,18,34
LAVES_C15+LIQUID,48,19,33
LAVES_C15+LIQUID,48,20,32
LAVES_C15+LIQUID,48,21,31
LAVES_C15+LIQUID,48,22,30
LAVES_C15+LIQUID,48,23,29
LAVES_C15+LIQUID,48,24,28
LAVES_C15+LIQUID,48,25,27
LAVES_C15+LIQUID,48,26,26
LAVES_C15+LIQUID,48,27,25
LAVES_C15+LIQUID,48,28,24
LAVES_C15+LIQUID,48,29,23
LAVES_C15+LIQUID,48,30,22
LAVES_C15+LIQUID,48,31,21
LAVES_C15+LIQUID,48,32,20
LAVES_C15+LIQUID,48,33,19
LAVES_C15+LIQUID,48,34,18
LAVES_C15+LIQUID,48,35,17
LAVES_C36+LIQUID,48,36,16
LAVES_C36+LIQUID,48,37,15
LAVES_C15+LIQUID,48,38,14
LAVES_C15+LIQUID,48,39,13
LAVES_C15+LIQUID,48,40,12
LAVES_C36+LIQUID,48,41,11
LAVES_C15+LIQUID,48,42,10
LAVES_C15+LIQUID,48,43,9
LIQUID,48,44,8
LIQUID,48,45,7
LIQUID,48,46,6
LIQUID,48,47,5
LIQUID,48,48,4
LIQUID,48,49,3
LIQUID,48,50,2
LIQUID,48,51,1
LIQUID,48,52,0
BCC_A2,47,0,53
BCC_A2,47,1,52
BCC_A2+LAVES_C15,47,2,51
BCC_A2+LAVES_C15,47,3,50
BCC_A2+LAVES_C15,47,4,49
BCC_A2+LAVES_C15,47,5,48
BCC_A2+LAVES_C15,47,6,47
BCC_A2+LAVES_C15,47,7,46
BCC_A2+LAVES_C15,47,8,45
BCC_A2+LAVES_C15,47,9,44
BCC_A2+LAVES_C15,47,10,43
BCC_A2+LAVES_C15,47,11,42
BCC_A2+LAVES_C15,47,12,41
BCC_A2+LAVES_C15,47,13,40
BCC_A2+LAVES_C15,47,14,39
BCC_A2+LAVES_C15,47,15,38
GAMMA_D83+LAVES_C15,47,16,37
GAMMA_D83+LAVES_C15,47,17,36
GAMMA_D83+LAVES_C15,47,18,35
GAMMA_D83+LAVES_C15,47,19,34
GAMMA_D83+LAVES_C15,47,20,33
LAVES_C15+LIQUID,47,21,32
LAVES_C15+LIQUID,47,22,31
LAVES_C15+LIQUID,47,23,30
LAVES_C15+LIQUID,47,24,29
LAVES_C15+LIQUID,47,25,28
LAVES_C15+LIQUID,47,26,27
LAVES_C15+LIQUID,47,27,26
LAVES_C15+LIQUID,47,28,25
LAVES_C15+LIQUID,47,29,24
LAVES_C15+LIQUID,47,30,23
LAVES_C15+LIQUID,47,31,22
LAVES_C15+LIQUID,47,32,21
LAVES_C15+LIQUID,47,33,20
LAVES_C15+LIQUID,47,34,19
LAVES_C15+LIQUID,47,35,18
LAVES_C15+LIQUID,47,36,17
LAVES_C15+LIQUID,47,37,16
LAVES_C15+LIQUID,47,38,15
LAVES_C15+LIQUID,47,39,14
LAVES_C15+LIQUID,47,40,13
LAVES_C15+LIQUID,47,41,12
LAVES_C15+LIQUID,47,42,11
LAVES_C15+LIQUID,47,43,10
LAVES_C15+LIQUID,47,44,9
LAVES_C15+LIQUID,47,45,8
LIQUID,47,46,7
LIQUID,47,47,6
LIQUID,47,48,5
LIQUID,47,49,4
LIQUID,47,50,3
LIQUID,47,51,2
LIQUID,47,52,1
LIQUID,47,53,0
BCC_A2,46,0,54
BCC_A2,46,1,53
BCC_A2+LAVES_C15,46,2,52
BCC_A2+LAVES_C15,46,3,51
BCC_A2+LAVES_C15,46,4,50
BCC_A2+LAVES_C15,46,5,49
BCC_A2+LAVES_C15,46,6,48
BCC_A2+LAVES_C15,46,7,47
BCC_A2+LAVES_C15,46,8,46
BCC_A2+LAVES_C15,46,9,45
BCC_A2+LAVES_C15,46,10,44
BCC_A2+LAVES_C15,46,11,43
BCC_A2+LAVES_C15,46,12,42
BCC_A2+LAVES_C15,46,13,41
BCC_A2+LAVES_C15,46,14,40
BCC_A2+LAVES_C15,46,15,39
BCC_A2+LAVES_C15,46,16,38
GAMMA_D83+LAVES_C15,46,17,37
GAMMA_D83+LAVES_C15,46,18,36
GAMMA_D83+LAVES_C15,46,19,35
GAMMA_D83+LAVES_C15,46,20,34
GAMMA_D83+LAVES_C15,46,21,33
LAVES_C15+LIQUID,46,22,32
LAVES_C15+LIQUID,46,23,31
LAVES_C15+LIQUID,46,24,30
LAVES_C15+LIQUID,46,25,29
LAVES_C15+LIQUID,46,26,28
LAVES_C15+LIQUID,46,27,27
LAVES_C15+LIQUID,46,28,26
LAVES_C15+LIQUID,46,29,25
LAVES_C15+LIQUID,46,30,24
LAVES_C15+LIQUID,46,31,23
LAVES_C15+LIQUID,46,32,22
LAVES_C15+LIQUID,46,33,21
LAVES_C15+LIQUID,46,34,20
LAVES_C15+LIQUID,46,35,19
LAVES_C15+LIQUID,46,36,18
LAVES_C15+LIQUID,46,37,17
LAVES_C15+LIQUID,46,38,16
LAVES_C15+LIQUID,46,39,15
LAVES_C15+LIQUID,46,40,14
LAVES_C15+LIQUID,46,41,13
LAVES_C15+LIQUID,46,42,12
LAVES_C15+LIQUID,46,43,11
LAVES_C15+LIQUID,46,44,10
LAVES_C15+LIQUID,46,45,9
LAVES_C15+LIQUID,46,46,8
LIQUID,46,47,7
LIQUID,46,48,6
LIQUID,46,49,5
LIQUID,46,50,4
LIQUID,46,51,3
LIQUID,46,52,2
LIQUID,46,53,1
LIQUID,46,54,0
BCC_A2,45,0,55
BCC_A2,45,1,54
BCC_A2,45,2,53
BCC_A2+LAVES_C15,45,3,52
BCC_A2+LAVES_C15,45,4,51
BCC_A2+LAVES_C15,45,5,50
BCC_A2+LAVES_C15,45,6,49
BCC_A2+LAVES_C15,45,7,48
BCC_A2+LAVES_C15,45,8,47
BCC_A2+LAVES_C15,45,9,46
BCC_A2+LAVES_C15,45,10,45
BCC_A2+LAVES_C15,45,11,44
BCC_A2+LAVES_C15,45,12,43
BCC_A2+LAVES_C15,45,13,42
BCC_A2+LAVES_C15,45,14,41
BCC_A2+LAVES_C15,45,15,40
BCC_A2+LAVES_C15,45,16,39
BCC_A2+LAVES_C15,45,17,38
GAMMA_D83+LAVES_C15,45,18,37
GAMMA_D83+LAVES_C15,45,19,36
GAMMA_D83+LAVES_C15,45,20,35
GAMMA_D83+LAVES_C15,45,21,34
LAVES_C15+LIQUID,45,22,33
LAVES_C15+LIQUID,45,23,32
LAVES_C15+LIQUID,45,24,31
LAVES_C15+LIQUID,45,25,30
LAVES_C15+LIQUID,45,26,29
LAVES_C15+LIQUID,45,27,28
LAVES_C15+LIQUID,45,28,27
LAVES_C15+LIQUID,45,29,26
LAVES_C15+LIQUID,45,30,25
LAVES_C15+LIQUID,45,31,24
LAVES_C15+LIQUID,45,32,23
LAVES_C15+LIQUID,45,33,22
LAVES_C15+LIQUID,45,34,21
LAVES_C15+LIQUID,45,35,20
LAVES_C15+LIQUID,45,36,19
LAVES_C15+LIQUID,45,37,18
LAVES_C15+LIQUID,45,38,17
LAVES_C15+LIQUID,45,39,16
LAVES_C15+LIQUID,45,40,15
LAVES_C15+LIQUID,45,41,14
LAVES_C15+LIQUID,45,42,13
LAVES_C15+LIQUID,45,43,12
LAVES_C15+LIQUID,45,44,11
LAVES_C15+LIQUID,45,45,10
LAVES_C15+LIQUID,45,46,9
LAVES_C15+LIQUID,45,47,8
LIQUID,45,48,7
LIQUID,45,49,6
LIQUID,45,50,5
LIQUID,45,51,4
LIQUID,45,52,3
LIQUID,45,53,2
LIQUID,45,54,1
LIQUID,45,55,0
BCC_A2,44,0,56
BCC_A2,44,1,55
BCC_A2,44,2,54
BCC_A2+LAVES_C15,44,3,53
BCC_A2+LAVES_C15,44,4,52
BCC_A2+LAVES_C15,44,5,51
BCC_A2+LAVES_C15,44,6,50
BCC_A2+LAVES_C15,44,7,49
BCC_A2+LAVES_C15,44,8,48
BCC_A2+LAVES_C15,44,9,47
BCC_A2+LAVES_C15,44,10,46
BCC_A2+LAVES_C15,44,11,45
BCC_A2+LAVES_C15,44,12,44
BCC_A2+LAVES_C15,44,13,43
BCC_A2+LAVES_C15,44,14,42
BCC_A2+LAVES_C15,44,15,41
BCC_A2+LAVES_C15,44,16,40
BCC_A2+LAVES_C15,44,17,39
BCC_A2+LAVES_C15,44,18,38
GAMMA_D83+LAVES_C15,44,19,37
GAMMA_D83+LAVES_C15,44,20,36
GAMMA_D83+LAVES_C15,44,21,35
GAMMA_D83+LAVES_C15,44,22,34
LAVES_C15+LIQUID,44,23,33
LAVES_C15+LIQUID,44,24,32
LAVES_C15+LIQUID,44,25,31
LAVES_C15+LIQUID,44,26,30
LAVES_C15+LIQUID,44,27,29
LAVES_C15+LIQUID,44,28,28
LAVES_C15+LIQUID,44,29,27
LAVES_C15+LIQUID,44,30,26
LAVES_C15+LIQUID,44,31,25
LAVES_C15+LIQUID,44,32,24
LAVES_C15+LIQUID,44,33,23
LAVES_C15+LIQUID,44,34,22
LAVES_C15+LIQUID,44,35,21
LAVES_C15+LIQUID,44,36,20
LAVES_C15+LIQUID,44,37,19
LAVES_C15+LIQUID,44,38,18
LAVES_C15+LIQUID,44,39,17
LAVES_C15+LIQUID,44,40,16
LAVES_C15+LIQUID,44,41,15
